child_value,child_description,parent1,parent1_description,parent2,parent2_description,parent3,parent3_descriptin,parent4,parent4_description,parent5,parent5_description,parent6,parent6_description,parent7,parent7_description,parent8,parent8_description,parent9,parent9_description,le,danaos_co_code,database
10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,10451,OTHER COMPANIES,,1340,
10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,10452,OTHER COMPANIES,,1341,
10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,10453,OTHER COMPANIES,,1342,
10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,10454,OTHER COMPANIES,,1343,
10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,10455,OTHER COMPANIES,,1345,
10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,10456,OTHER COMPANIES,,1347,
10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,10457,OTHER COMPANIES,,1348,
10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,10458,OTHER COMPANIES,,1350,
10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,10459,OTHER COMPANIES,,1351,
10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,10460,OTHER COMPANIES,,1352,
10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,10461,OTHER COMPANIES,,1353,
10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,10462,OTHER COMPANIES,,1356,
10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,10463,OTHER COMPANIES,,1362,
10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,10464,OTHER COMPANIES,,1374,
10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,10465,OTHER COMPANIES,,1375,
10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,10466,OTHER COMPANIES,,1380,
10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,10467,OTHER COMPANIES,,1382,
10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,10468,OTHER COMPANIES,,1387,
10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,10469,OTHER COMPANIES,,1399,
10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,10470,OTHER COMPANIES,,1400,
10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,10471,OTHER COMPANIES,,1401,
10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,10472,OTHER COMPANIES,,1402,
10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,10473,OTHER COMPANIES,,1405,
10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,10474,OTHER COMPANIES,,1407,
10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,10475,OTHER COMPANIES,,1408,
10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,10476,OTHER COMPANIES,,1409,
10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,10477,OTHER COMPANIES,,1410,
10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,10478,OTHER COMPANIES,,1411,
10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,10479,OTHER COMPANIES,,1423,
10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,10480,OTHER COMPANIES,,2000,
10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,10481,OTHER COMPANIES,,2001,
10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,10482,OTHER COMPANIES,,2002,
10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,10483,OTHER COMPANIES,,2003,
10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,10484,OTHER COMPANIES,,2005,
10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,10485,OTHER COMPANIES,,2006,
10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,10486,OTHER COMPANIES,,2014,
10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,10487,OTHER COMPANIES,,2015,
10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,10488,OTHER COMPANIES,,2019,
10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,10489,OTHER COMPANIES,,2020,
10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,10490,OTHER COMPANIES,,2021,
10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,10491,OTHER COMPANIES,,2035,
10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,10492,OTHER COMPANIES,,2038,
10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,10493,OTHER COMPANIES,,2041,
10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,10494,OTHER COMPANIES,,2042,
10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,10495,OTHER COMPANIES,,2043,
10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,10496,OTHER COMPANIES,,2044,
10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,10497,OTHER COMPANIES,,2046,
10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,10498,OTHER COMPANIES,,2047,
10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,10499,OTHER COMPANIES,,2049,
10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,10500,OTHER COMPANIES,,2053,
10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,10501,OTHER COMPANIES,,2054,
10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,10502,OTHER COMPANIES,,2055,
10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,10503,OTHER COMPANIES,,2056,
10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,10504,OTHER COMPANIES,,2057,
10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,10505,OTHER COMPANIES,,2058,
10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,10506,OTHER COMPANIES,,2069,
10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,10507,OTHER COMPANIES,,2083,
10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,10508,OTHER COMPANIES,,2084,
10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,10509,OTHER COMPANIES,,2087,
10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,10510,OTHER COMPANIES,,2095,
10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,10511,OTHER COMPANIES,,2096,
10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,10512,OTHER COMPANIES,,2097,
10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,10513,OTHER COMPANIES,,2098,
10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,10514,OTHER COMPANIES,,2099,
10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,10515,OTHER COMPANIES,,2100,
10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,10516,OTHER COMPANIES,,2101,
10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,10517,OTHER COMPANIES,,2104,
10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,10518,OTHER COMPANIES,,2110,
10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,10519,OTHER COMPANIES,,2111,
10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,10520,OTHER COMPANIES,,2112,
10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,10521,OTHER COMPANIES,,2144,
10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,10522,OTHER COMPANIES,,2186,
10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,10523,OTHER COMPANIES,,2207,
10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,10524,OTHER COMPANIES,,2208,
10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,10525,OTHER COMPANIES,,2209,
10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,10526,OTHER COMPANIES,,2210,
10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,10527,OTHER COMPANIES,,9000,
10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,10528,OTHER COMPANIES,,9987,
10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,10529,OTHER COMPANIES,,9988,
10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,10530,OTHER COMPANIES,,9989,
10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,10531,OTHER COMPANIES,,9990,
10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,10532,OTHER COMPANIES,,9991,
10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,10533,OTHER COMPANIES,,9992,
10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,10534,OTHER COMPANIES,,9993,
10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,10535,OTHER COMPANIES,,9994,
10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,10536,OTHER COMPANIES,,9995,
10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,10537,OTHER COMPANIES,,9996,
10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,10538,OTHER COMPANIES,,9997,
10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,10539,OTHER COMPANIES,,9998,
10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,10540,OTHER COMPANIES,,9999,
10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,10541,OTHER COMPANIES,,O1,
10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,10542,OTHER COMPANIES,,O10,
10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,10543,OTHER COMPANIES,,O11,
10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,10544,OTHER COMPANIES,,O12,
10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,10545,OTHER COMPANIES,,O13,
